,element_id,coordinates,text,type,metadata
0,437c9bd9d4f957dc4dc743c40db83112,,Jumbo One Close Construction ARM,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
1,86d05d06d08a9825d81b69fa7899131c,,RESTRICTED USE PROGRAM,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
2,d598f7f38d7cb2dc090536af134e982a,,Originators must complete Flagstar’s Construction Loan training course prior to originating any loans under this,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
3,5f29bb88923008293ff6df8d965e8e3d,,program. Originators will not be able to register construction transactions without having completed the course,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
4,db1697a73276c08a7fcfda3f6fe11449,,PRIMARY RESIDENCE CONSTRUCTION/CONSTRUCTION PERM,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
5,971f1cc16a4a59d6a8f8a0e2a3608412,,Maximum Maximum Minimum Maximum,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
6,f1af53886a325cff08073cb0d48702f3,,Property Type,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
7,4f071b9e06daa2ca2c91ce9712430cb7,,LTV CLTV Credit Score Loan Amount,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
8,119ef70cbd3809bcef36b8555b105d21,,"85% 760 $1,000,000",UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
9,d178c20a4c548f22db789006f0dbbf74,,1 Unit,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
10,c89abd280450b0e2e25919378167f3d1,,"80% 700 $1,500,000",UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
11,458e2249d8ce1951142b165770bcf7a6,,Subordinate,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
12,d5224b47bc562c63ab8f67f54c244fac,,PUD,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
13,8e0a09fb8571e56c9b506c2a6bc2f7c2,,"75% Financing Not 700 $2,000,000",UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
14,ac4e1a20acad61b8cddf708e00a340a5,,Site Condo,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
15,1bb201d188352e9b4633f85e4fb8a31e,,Allowed,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
16,f9b16cc835d0d9ee189acf3423afdc2e,,"70% 720 $2,500,000",UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
17,e9de7eeeda8374e7e5ba3a0cc19d71d6,,"1 Unit, PUD 70% 740 $3,000,000",UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
18,cd3156e25a7664538f62e60b55151a6f,,SECOND HOME CONSTRUCTION/CONSTRUCTION PERM,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
19,971f1cc16a4a59d6a8f8a0e2a3608412,,Maximum Maximum Minimum Maximum,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
20,f1af53886a325cff08073cb0d48702f3,,Property Type,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
21,da29431fe98221ee3430f3c9e8c52567,,LTV CLTV Credit Score Loan Amount,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
22,aacaaa0cc40d9d903dc23aa621a3c2a2,,"75% 720 $1,000,000",UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
23,8e43f10db8960b12f16aeb4bd215bab2,,1 Unit Subordinate,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
24,6a165f11e7f3067824560c30058bf967,,"70% 720 $1,500,000",UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
25,0488f330a0ae3d8896688ece7f1a928c,,PUD Financing Not,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
26,1109a9d1042e67137ae2d3a16cfa752e,,"65% 720 $2,000,000",UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
27,1fb4132ca7ce90dc0056018debdde5de,,Site Condo Allowed,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
28,726b49282a8ff71e70cae3b3822deca8,,"50% 720 $2,500,000",UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
29,cfbeeb36df79caef9b3a777d0388be2d,,PROGRAM SUMMARY,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
30,86feca99620f587dd7ed4d448932a242,,"The Jumbo One Close Construction ARM program, which is classified as a non QM product, provides both",NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
31,c46e18eec0d760706dcbdbde1a5df6de,,construction and permanent financing for borrowers looking to build a new primary or second home. During,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
32,fed01eab27b98c7308b37f7d653e9600,,"construction, only payments of interest due on the amount drawn to date are required along with monthly",NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
33,5cfc7da78284bf6ece290a1e84bf5212,,escrows (unless the loan has an escrow waiver). The note will be modified upon completion of improvements,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
34,64472fff29d83aac4b9d476f0edd843b,,"to a fully amortized principal and interest payment. Soft costs (architectural, engineering and permit fees) may",NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
35,89ab721fe249adb661763115a28c03cb,,be financed. Closing costs may only be financed if the loan purpose type is considered a rate/term refinance,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
36,089f105e1731c0ba5179cae8acc8270f,,as defined in the Loan Registration section. Full third party builder contracts only. Teardowns and major,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
37,08b1fb3ee60150fc9001184eeaa730f1,,"renovations are eligible. All loans will be table funded and must close in the name of Flagstar Bank, N.A",NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
38,7bed87267b4e80b789f2b44943921ca6,,PRODUCTS OFFERED,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
39,06a120cfc22821b02a6b161c6f933954,,Construction/ Loan Term,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
40,4c07c923c46fa409417ecaa138b5aa7c,,Permanent ARM,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
41,65d2179f3df1afc3bae45a9baf7e83e6,,Product Name Interest Only for,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
42,20290100b8eb068ea36408b075ce382e,,Loan Term Discl,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
43,ca008b7e38bf3bdf50d6dee00ad78710,,Period Registration,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
44,3418cfe1737da1ef4f39ed3bb2a659e3,,Jumbo One Close Construction 7/6 SOFR ARM (12 months) 360 mos. 12 mos. 372 3389,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
45,a8de7ff7b2a9a010b2345dd8e5237816,,Jumbo One Close Construction 10/6 SOFR ARM (12 months) 360 mos. 12 mos. 372 3392,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
46,8acfb37340317b446876f542d6462d8b,,Jumbo One Close Construction 7/6 SOFR ARM (18 months) 360 mos. 18 mos. 378 3390,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
47,0abe78747d4a1ffeb88f4ca047c842c9,,Jumbo One Close Construction 10/6 SOFR ARM (18 months) 360 mos. 18 mos. 378 3393,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
48,d02d41e40129d5b0ca54780bab5de3b4,,Jumbo One Close Construction 7/6 SOFR ARM (24 months) 360 mos. 24 mos. 384 3391,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
49,355c90588abf571b91135e4f00f123db,,Jumbo One Close Construction 10/6 SOFR ARM (24 months) 360 mos. 24 mos. 384 3394,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
50,fb505ed60009317c32f5cac59e78e68e,,CONSTRUCTION TERM AND PROJECT SIZE,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
51,b251ec81e43b694e0ee1cf8c8542ba64,,"For Jumbo One Close Construction ARM products, the construction terms allowed are 12, 18 or 24 months",NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
52,d1d7fa63c4a410d0a0bf581d62a7b897,,The construction term for the loan is determined by the following,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
53,1fc39dbf549c33b58443a79b193a2eef,,V. Product Descriptions 1 of 10 Document #5725,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
54,029a5f83d36381dfb1d6cc3dc28cab7b,,Return to Top 01/27/2023,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
55,e18502826f98aec1196fb14e3a9e5065,,NEW PAGE,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
56,437c9bd9d4f957dc4dc743c40db83112,,Jumbo One Close Construction ARM,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
57,ea49cd4c62f95cacc698d0b7cbfab1c4,,The builder contract will be reviewed to determine the construction term,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
58,85b739640a023c4d55437a4ab5301579,,"If completion terms are not indicated in the contract, an amendment may be provided confirming the",ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
59,2ee808e33ce995e5cef580935ae30644,,construction period,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
60,ea2c1d294ec6747e1f8cf38a614475a8,,"If completion terms are not indicated in the contract and no amendment is added, then project size will",ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
61,9164b0752f65827db53a2d1441bb9071,,determine the construction period,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
62,44d7523d25b4c1bef3dee2b647422925,,Project size is defined as soft and hard costs to complete construction. Price of land is not,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
63,65c74c15a686187bb6bbf9958f494fc6,,o,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
64,b3ef1508186d780efa4d73b4e624caff,,included in construction cost and therefore not in project size,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
65,d9e7a14991f3284f14eaeead6cf6113c,,Construction terms by project size if not defined in the builder contract,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
66,65c74c15a686187bb6bbf9958f494fc6,,o,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
67,a4a8380417b59c7fa182983d2edcf449,,Minimum Project Size Maximum Project Size Eligible Construction Term,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
68,6c4c978890a9ce168a35ccb89fa29e8c,,"Up to $1,500,000 12, 18 or 24 months",UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
69,49c330a391407c0cdf986aa60faedbd7,,"$1,500,001 $2,000,000 18 or 24 months",UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
70,ac070845575d1a05728aa6f0ab272235,,"$2,000,001 And up 24 months",UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
71,ab49efc0e9fa5752c89e002ea395a8e5,,"When builder contracts stipulate completion dates that do not correspond exactly with the 12, 18 or 24 month",NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
72,15eb0c2f6a81fedb6eab1f22db71d62d,,"construction term options, then the following methodology applies",NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
73,3664915dbc505b607054f739a14270e8,,"If the completion date is no more than two months greater than either the 12 or 18 month term, the",ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
74,ca079863c3350138793e272e1b74d5d2,,borrower may elect to either round down or up in the construction term. (e.g. Construction period is 13,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
75,28bce1e20e0d4c1dd3467a4e74ea218b,,"14 months, either the 12 month or 18 month construction period can be used.)",NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
76,baeae445856790593ef3a892aaf16c38,,"If the lower construction term is selected, the borrower will pay the $1000/month extension fee",NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
77,65c74c15a686187bb6bbf9958f494fc6,,o,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
78,4e54a88b67464185fc2a95f18d5b0481,,for each additional month. (e.g. if construction period is 13 14 months and 12 month term is,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
79,c538dc1c9c5b9df44bae688345c8b03e,,"selected, borrower will pay $1000 for each month over 12 months); or",NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
80,2a79144b2033dd296b071dabc8fae20a,,"Borrower selects the higher term pricing (e.g. if construction period is 13 14 months, may select",NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
81,65c74c15a686187bb6bbf9958f494fc6,,o,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
82,5f82854e6b8ab2c7d6d9d478fcee8d76,,the 18 month pricing in lieu of the extension fees),Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
83,ba028d274dc5da43c712ff6814acf2f0,,If the construction period is greater than two months from the offered 12 or 18 month construction,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
84,5f3fe83b2c1ee32b49cfb6d172411c76,,"terms, then the loan term must be rounded up. (e.g. construction period is 15 months, must round up to",NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
85,4d0e9ddc2ede116a52b300e972a10bb2,,the 18 month construction term.),Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
86,1d8824d51fc43676284532f05a13622d,,TABLE FUNDED STRUCTURE FOR ALL CONSTRUCTION LOANS,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
87,2633c1c55205a65ab58d5ca55e70a9c5,,All loans close in the name of Flagstar Bank with the following requirements,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
88,a5bfa9705fa6ad6cec24e4613c7d57a2,,Flagstar issues initial and all required additional Loan Estimates,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
89,70e6687b6ef3bf83bc6e8069fe6059a6,,Each applicant must be provided the appropriate Construction to Permanent ARM Disclosure; see,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
90,b56ab94e883b5282051ba21b9e39fcbb,,Products Offered table on page one,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
91,d831f2e85c29423551a81c96b8bca259,,Flagstar underwrites all loans,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
92,8ead98684988fc8c5a808188b04d76cf,,Flagstar issues all Closing Disclosures and Closing Packages,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
93,79044371c5677f72fcd081e3301da865,,Flagstar funds all loans,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
94,13ed1a14439e691670c71e1e1bd3f913,,AMORTIZATION STRUCTURE,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
95,de5c0de20381e42ce5e9442baacf71fd,,Interest only payment due on outstanding principal balance during construction,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
96,b4a4a1235daf5ae63adb312be46c465f,,"After construction, loan converts to permanent phase with fully amortized payment over 30 years",ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
97,182789cca9b0caa4a72e57c89fe5c33b,,V. Product Descriptions 2 of 10 Document #5725,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
98,029a5f83d36381dfb1d6cc3dc28cab7b,,Return to Top 01/27/2023,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
99,e18502826f98aec1196fb14e3a9e5065,,NEW PAGE,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
100,437c9bd9d4f957dc4dc743c40db83112,,Jumbo One Close Construction ARM,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
101,f052c8381f7fb82141ca001ffe30d90e,,LOAN REGISTRATION,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
102,02d067c0feedc742a13beceea35ececd,,Purpose type Two loan purpose types are available for use under specific circumstances based on,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
103,00ef13e5d2071a8da51cf86639f5861c,,the borrower’s ownership status of the lot at the time of application,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
104,e1b0cdde73b9566b7217c0dfd4ef0c00,,“Construction” purpose type when borrower is not the owner of record at time of loan application,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
105,65c74c15a686187bb6bbf9958f494fc6,,o,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
106,4ac53e5a447e7b7bb98cde8f1ade3d43,,(purchase),Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
107,cd0ba0f9889154ccaed81fba460b1a62,,"“Construction Permanent” purpose type when borrower is the owner of record, regardless of",NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
108,65c74c15a686187bb6bbf9958f494fc6,,o,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
109,b1d3c45eb8ded4a1b1e04cef7c7d3374,,length of time owned or how title was acquired (rate/term refinance),NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
110,214b9cc73edfdd57650a490713ccbaac,,Loan term selection per “Loan Term for Registration” in the Products Offered section above,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
111,d800a92aa6992e0770a846fb4bc43063,,Year Built field should be completed with the current year (not the year construction will be completed),ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
112,fec5d42affff2668376bfbfb17c7d23e,,Select “Proposed” for the Building Status field,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
113,0250398e85a3b17358fb2957c6539a37,,"Prior to selecting a product, the Construction Worksheet must be completed; the worksheet can be",ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
114,f8b0f5a1afd84263b38d7cbd1b3183d1,,accessed in the Additional Loan Information section of the TPO website Loan Application screen,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
115,9622a9ce4c595b1f83178a6e7178cfcd,,ADDITIONAL REGISTRATION STEPS FOR CONSTRUCTION PERMANENT (REFI) LOANS,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
116,763aa4a0ab3be2a440f756037ddf9e4e,,Construction Permanent loans are treated as rate/term refinance transactions. Complete the following,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
117,a878f28ee29e2c10bdcef73f6f53dee5,,information in the TPO website Loan Application screen to ensure the loan is properly registered,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
118,aff056ce829b1067bf7e3ace113d5859,,Complete the Construction Worksheet found in the Additional Loan Information section,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
119,57a4aa29e3296773c72f24aabbef956a,,Real Estate section,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
120,2f6d33a8e7484ecbaa30298665df9e49,,Find or enter the subject property record,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
121,65c74c15a686187bb6bbf9958f494fc6,,o,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
122,0ceb9f66b2a7b4c8d339d7636b19a33c,," For the Indicator field, select “SUBJECT OF LOAN”",Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
123,89dac701fa35b4122965148d65d22e41,," For the Disposition field, select “RETAINED WILL BECOME PRIMARY OR",Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
124,0cc76829d86e9d0b84ee2d5cc799239d,,ADDITIONAL RESIDENCE”,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
125,bed52dc6d06bd2ed1a3a13bc5b70a325,, Enter the estimated as completed value in the Present Market Value field,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
126,76130bf4818fc7b74f8c2626760d1af6,, The Mortgage Lien Amount field will display only the value of the land; this will be,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
127,26ed6791f67409b1de9f91db0a975398,,updated once the Liabilities Section has been completed,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
128,c8493f46aad200596b91d30cf100c634,,Liabilities section,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
129,e3683fd7f3c53729bae61792e6dc3a59,,"For the appropriate liability, enter the Builder’s Price to Build plus Unpaid Balance of Lot",NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
130,65c74c15a686187bb6bbf9958f494fc6,,o,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
131,87576aeb2eaab5c760b541c6e1ca4105,,from the Construction Worksheet in the Balance field; the Mortgage Lien Amount field in the,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
132,ace691a79c8ce6167763ddfa28a0fddf,,Real Estate section will update accordingly,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
133,09320fc93424d9cd7c030ee8a4d4c3ff,,Be sure “YES” is selected for the Paid By Close? slide,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
134,65c74c15a686187bb6bbf9958f494fc6,,o,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
135,22c8d27b8a18fae9ab678c3abed61fa0,,Check the Details of Transaction section to verify that the Refinance field reflects the cost of,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
136,57f66cbc4a573ba9159cfe484f2f23e4,,construction + outstanding lot loan balance,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
137,9972be607dd5f16b08b7adff08e13585,,Click “Save Loan” to go to the Rates & Pricing screen to select the construction loan product,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
138,7f8807be424ee1946fbe67af73337e8f,,See EXHIBIT A for further detail,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
139,7894dc19dbdcc5ae4c8cb4d1c23f3a0c,,LOAN AMOUNTS,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
140,21a523724f056758ef8bd05490be0efa,,MAXIMUM,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
141,d221253db8aceaa9f58d9afd0c0f5f7e,,Refer to eligibility grids above,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
142,c415bf87cad4a2924a23392abff4a732,,MINIMUM,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
143,7e5bec6caff9ec85ecf3b190236f20db,,Conforming High Balance Plus $1,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
144,af4a14b1e02df935688180b0e21095f1,,V. Product Descriptions 3 of 10 Document #5725,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
145,029a5f83d36381dfb1d6cc3dc28cab7b,,Return to Top 01/27/2023,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
146,e18502826f98aec1196fb14e3a9e5065,,NEW PAGE,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
147,437c9bd9d4f957dc4dc743c40db83112,,Jumbo One Close Construction ARM,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
148,5793c0e4fdfd157fcc7a82a037a95e6f,,ELIGIBLE PROPERTY TYPES,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
149,5d34dc725cc3bfef956ca484056569a9,,1 unit site built homes,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
150,38a81c518745cd24ce28b43f02c5cf21,,Detached planned unit development (PUD),ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
151,16b47360762a21f56cb3805ad7006552,,Site condominium (detached); must be fee simple interest for land and dwelling,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
152,44f030b9c01b0733b1a88c11ea52f0de,,Modular homes,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
153,86e4535796e55e8200810f8813dad7ce,,Tear downs & major renovation,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
154,3ef061430523c318dc4c897589437c1f,,Properties where construction has already begun,ListItem,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
155,e5fc5a629f6bcd9e16bf494bba26ab07,,Confirmation is required that Flagstar’s first lien position is insurable by the title insurance,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
156,65c74c15a686187bb6bbf9958f494fc6,,o,UncategorizedText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
157,01c40a5f11ac1c82b5688335f585cd5d,,provider for all construction completed prior to the closing of the loan,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
158,bef13a113b06a59d7ceed3f883158187,,QUALIFYING RATE,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
159,9fe60d5d966fa660933edb611b8603c2,,7/6 and 10/6 ARMs,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
160,b7cc161de46d7e472e098e05cde0b11c,,Greater of note rate or fully indexed rate,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
161,b028ccaafc0f7bdf7815f6dc81e0a418,,QUALIFYING PAYMENT,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
162,403824205a5fbf73880dbe4749fab699,,Calculated using the Qualifying Rate above amortized over the 30 year permanent loan term,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
163,3b1ebb80100c5023098d0015f2a98174,,QUALIFYING RATIOS,NarrativeText,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
164,0c5125238460ccb1a07ccbfb8bb2f7d2,,Maximum 45%,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
165,044953083d733b0885f6d2f77725dbc6,,INTERESTED PARTY CONTRIBUTIONS,Title,{'filename': 'Flagstar/FlagstarText/FlagstarText5725.txt'}
